video_id,personalized?,category,category_id,title,url
7jjcAuEYW9M,Yes,Comedy,23,The Duck Song 2,https://www.youtube.com/watch?v=7jjcAuEYW9M
-GSnmRZlgc4,No,Film & Animation,1,Pete the Cat I Love My White Shoes | Animated Book | Read aloud,https://www.youtube.com/watch?v=-GSnmRZlgc4
6Y3YPDXlPAo,No,Entertainment,24,Avoid Saying The Same Thing As Me 🤔 MEGA CHALLENGE 📢,https://www.youtube.com/watch?v=6Y3YPDXlPAo
LBDCQfju1cY,No,Music,10,Stray Cats' Jazz Night,https://www.youtube.com/watch?v=LBDCQfju1cY
aKrSBz3ez5A,No,Education,27,Guess the Fast Food Restaurant by Emoji? 🍔 Monkey Quiz,https://www.youtube.com/watch?v=aKrSBz3ez5A
OQaLic5SE_I,No,Comedy,23,Mr. Garvey Is Your Substitute Teacher - Key & Peele,https://www.youtube.com/watch?v=OQaLic5SE_I
Oc91iOxcB3c,No,Film & Animation,1,I got a cat.,https://www.youtube.com/watch?v=Oc91iOxcB3c
7jjcAuEYW9M,No,Comedy,23,The Duck Song 2,https://www.youtube.com/watch?v=7jjcAuEYW9M
oC2o2-Nteyw,No,People & Blogs,22,i Survived the World's STRICTEST Babysitter,https://www.youtube.com/watch?v=oC2o2-Nteyw
Mc5HHQebHcM,No,Entertainment,24,Kids Saying Funny Things,https://www.youtube.com/watch?v=Mc5HHQebHcM
6VioGkfe7Ys,No,Film & Animation,1,Gingerbread Man & Pinocchio - Fairy Tales For Kids,https://www.youtube.com/watch?v=6VioGkfe7Ys
xumBUuqmi5M,No,Entertainment,24,Cheerleaders Overcoming Challenges! | Dhar Mann,https://www.youtube.com/watch?v=xumBUuqmi5M
TvKJ7uvQPfg,Yes,Film & Animation,1,The Duck Song 5,https://www.youtube.com/watch?v=TvKJ7uvQPfg
IJNR2EpS0jw,Yes,Music,10,Dumb Ways to Die,https://www.youtube.com/watch?v=IJNR2EpS0jw
gMp0SlkVU8w,Yes,Music,10,Sesame Street: NPR Music Tiny Desk Concert,https://www.youtube.com/watch?v=gMp0SlkVU8w
lIX-AzqQuKk,No,Entertainment,24,My Daughter Becomes School Principal for 24 Hours,https://www.youtube.com/watch?v=lIX-AzqQuKk
wOEKdWrtz6U,Yes,Sports,17,Tessa Virtue and Scott Moir's Moulin Rouge at PyeongChang 2018 | Music Mondays,https://www.youtube.com/watch?v=wOEKdWrtz6U
JwtDtF3DHYQ,No,Entertainment,24,Trapped in a TINY ROOM With My Best Friend,https://www.youtube.com/watch?v=JwtDtF3DHYQ
7jjcAuEYW9M,Yes,Comedy,23,The Duck Song 2,https://www.youtube.com/watch?v=7jjcAuEYW9M
sBQcYklyEuM,No,Film & Animation,1,Guess The Cartoon Theme Song (HARD),https://www.youtube.com/watch?v=sBQcYklyEuM
CsGYh8AacgY,No,Film & Animation,1,Charlie the Unicorn,https://www.youtube.com/watch?v=CsGYh8AacgY
aKrSBz3ez5A,No,Education,27,Guess the Fast Food Restaurant by Emoji? 🍔 Monkey Quiz,https://www.youtube.com/watch?v=aKrSBz3ez5A
9wDt-yI_oHc,No,Entertainment,24,🦁🌿 Simba and the Savanna: Guardians of Harmony 🎶,https://www.youtube.com/watch?v=9wDt-yI_oHc
2hhrI-BgBW8,Yes,People & Blogs,22,中国高中生VLOG💒当女孩变成了barbie.Chinese high school student VLOG💒When a girl becomes a barbie,https://www.youtube.com/watch?v=2hhrI-BgBW8
OobR681KUTo,No,Gaming,20,Just Dance 2018: Waka Waka (This Time For Africa) - 4 players,https://www.youtube.com/watch?v=OobR681KUTo
puQJNPaGcYc,Yes,Entertainment,24,Spongebob - I'm a Goofy Goober(With Speech!HD),https://www.youtube.com/watch?v=puQJNPaGcYc
oC2o2-Nteyw,No,People & Blogs,22,i Survived the World's STRICTEST Babysitter,https://www.youtube.com/watch?v=oC2o2-Nteyw
8HhzRd9taEU,No,People & Blogs,22,ULTIMATE Brain Rot Quiz 2,https://www.youtube.com/watch?v=8HhzRd9taEU
IJNR2EpS0jw,No,Music,10,Dumb Ways to Die,https://www.youtube.com/watch?v=IJNR2EpS0jw
oC2o2-Nteyw,No,People & Blogs,22,i Survived the World's STRICTEST Babysitter,https://www.youtube.com/watch?v=oC2o2-Nteyw
03srS0cPpJ0,Yes,Entertainment,24,"Best Pancake Art Wins $1,000!",https://www.youtube.com/watch?v=03srS0cPpJ0
m8kPN8e1RFk,Yes,Gaming,20,you're living in a 90's romcom,https://www.youtube.com/watch?v=m8kPN8e1RFk
7jjcAuEYW9M,Yes,Comedy,23,The Duck Song 2,https://www.youtube.com/watch?v=7jjcAuEYW9M
oC2o2-Nteyw,No,People & Blogs,22,i Survived the World's STRICTEST Babysitter,https://www.youtube.com/watch?v=oC2o2-Nteyw
nSdvj6yphoY,Yes,Science & Technology,28,Apple Lied About Siri,https://www.youtube.com/watch?v=nSdvj6yphoY
mHU-FMO0Xp8,Yes,Education,27,How Mexico Made a Plutocrat,https://www.youtube.com/watch?v=mHU-FMO0Xp8
tehvSP4WJmQ,No,Entertainment,24,"If You Clean It, You Keep It!",https://www.youtube.com/watch?v=tehvSP4WJmQ
6VioGkfe7Ys,No,Film & Animation,1,Gingerbread Man & Pinocchio - Fairy Tales For Kids,https://www.youtube.com/watch?v=6VioGkfe7Ys
LACbVhgtx9I,No,Comedy,23,THE MUFFIN SONG (asdfmovie feat. Schmoyoho),https://www.youtube.com/watch?v=LACbVhgtx9I
qc3kD-241NE,No,Education,27,Would You Rather - Build Your Ultimate Fantasy House 🤑🏡🌈 Moca Quiz,https://www.youtube.com/watch?v=qc3kD-241NE
7jjcAuEYW9M,No,Comedy,23,The Duck Song 2,https://www.youtube.com/watch?v=7jjcAuEYW9M
X8Ch0REAPwA,Yes,Music,10,Playlist | 화사한 봄날 하루 보내기 with 재즈 🌼🌷 | 싱그러운 봄 무드 가득한 포근한 감성 재즈 Jazz Background Music,https://www.youtube.com/watch?v=X8Ch0REAPwA
39ColarOWKo,No,Entertainment,24,Funniest Animal Videos Ever (Part 1),https://www.youtube.com/watch?v=39ColarOWKo
8G9pnE0bnfE,Yes,Education,27,BASQUIAT's work ethic,https://www.youtube.com/watch?v=8G9pnE0bnfE
qn8yv8J8dO0,No,Education,27,🎄 The Grinch Brain Break Party 🎄 Freeze Dance 🎄 Christmas 🎄 Just Dance,https://www.youtube.com/watch?v=qn8yv8J8dO0
-TTD6XjuNeM,Yes,Entertainment,24,Erykah Badu Breaks Down 11 Looks From 1997 to Now | Life in Looks | Vogue,https://www.youtube.com/watch?v=-TTD6XjuNeM
gfXMnVqicbs,Yes,Entertainment,24,SMASH or PASS 100 OPTIONS!! | Hottest Celebrity Male Edition 2024 | QUIZ WAVEZ,https://www.youtube.com/watch?v=gfXMnVqicbs
aKrSBz3ez5A,Yes,Education,27,Guess the Fast Food Restaurant by Emoji? 🍔 Monkey Quiz,https://www.youtube.com/watch?v=aKrSBz3ez5A
FnXLjHtfAIU,Yes,Comedy,23,Trump Easter 2025 Cold Open - SNL,https://www.youtube.com/watch?v=FnXLjHtfAIU
V1bFr2SWP1I,Yes,Music,10,"OFFICIAL Somewhere over the Rainbow - Israel ""IZ"" Kamakawiwoʻole",https://www.youtube.com/watch?v=V1bFr2SWP1I
UyqnRW-CZs4,No,Film & Animation,1,Sky Full of Stars (Taron Egerton) | Sing 2 | TUNE,https://www.youtube.com/watch?v=UyqnRW-CZs4
2vnbxNgHW1Y,Yes,Entertainment,24,"COACHELLA, I'M BACK!",https://www.youtube.com/watch?v=2vnbxNgHW1Y
yU2GqcjJcdM,No,Education,27,On Top of Spaghetti,https://www.youtube.com/watch?v=yU2GqcjJcdM
aKrSBz3ez5A,Yes,Education,27,Guess the Fast Food Restaurant by Emoji? 🍔 Monkey Quiz,https://www.youtube.com/watch?v=aKrSBz3ez5A
39ColarOWKo,Yes,Entertainment,24,Funniest Animal Videos Ever (Part 1),https://www.youtube.com/watch?v=39ColarOWKo
X-yJhGcS7U4,No,Music,10,Instrumental Pop Music for the Classroom | 2 Hours of Clean Pop Covers for Studying,https://www.youtube.com/watch?v=X-yJhGcS7U4
CevxZvSJLk8,No,Music,10,Katy Perry - Roar,https://www.youtube.com/watch?v=CevxZvSJLk8
aIe89INliZs,Yes,Entertainment,24,Don't look behind the mirror!! The unknown Candyman case and famous horror story | Mystery & Makeup,https://www.youtube.com/watch?v=aIe89INliZs
XJbowRRA9vA,No,Education,27,Guess the WORD by Emojis? 🤔 Emoji Quiz,https://www.youtube.com/watch?v=XJbowRRA9vA
jhdgnWNHYpc,No,Music,10,"12 Hours of Cozy Baby Sleep Music – Gentle Lullabies for Deep Rest, Sweet Dreams & Relaxation",https://www.youtube.com/watch?v=jhdgnWNHYpc
aKrSBz3ez5A,Yes,Education,27,Guess the Fast Food Restaurant by Emoji? 🍔 Monkey Quiz,https://www.youtube.com/watch?v=aKrSBz3ez5A
kdCbl24oxio,Yes,News & Politics,25,BIDEN SPEAKS FOR FIRST TIME SINCE ELECTION,https://www.youtube.com/watch?v=kdCbl24oxio
N2HQaQJsyQ4,No,Music,10,Disney Lofi Songs [chill playlist] 🎀 2h chill hiphop beats to study/work to,https://www.youtube.com/watch?v=N2HQaQJsyQ4
lE9dYGzs3RQ,No,Entertainment,24,Ages 1-25 Compete In EXTREME GYMNASTICS,https://www.youtube.com/watch?v=lE9dYGzs3RQ
5H79NPBvio4,Yes,People & Blogs,22,Dice Dude Music VOL 1: Dice Dude's Decision,https://www.youtube.com/watch?v=5H79NPBvio4
qn8yv8J8dO0,No,Education,27,🎄 The Grinch Brain Break Party 🎄 Freeze Dance 🎄 Christmas 🎄 Just Dance,https://www.youtube.com/watch?v=qn8yv8J8dO0
oC2o2-Nteyw,No,People & Blogs,22,i Survived the World's STRICTEST Babysitter,https://www.youtube.com/watch?v=oC2o2-Nteyw
8HhzRd9taEU,Yes,People & Blogs,22,ULTIMATE Brain Rot Quiz 2,https://www.youtube.com/watch?v=8HhzRd9taEU
oZ2BwY-ywWs,Yes,Music,10,GUESS THE MUSICAL,https://www.youtube.com/watch?v=oZ2BwY-ywWs
5h0W9BBtd9s,Yes,Music,10,"James Taylor - Mexico (Blossom Music Festival, July 18, 1979)",https://www.youtube.com/watch?v=5h0W9BBtd9s
6iEyczP0qyQ,Yes,Entertainment,24,The Duck Song IRL,https://www.youtube.com/watch?v=6iEyczP0qyQ
aKrSBz3ez5A,No,Education,27,Guess the Fast Food Restaurant by Emoji? 🍔 Monkey Quiz,https://www.youtube.com/watch?v=aKrSBz3ez5A
-IV8cnGU6YM,Yes,Film & Animation,1,The Duck Song 4,https://www.youtube.com/watch?v=-IV8cnGU6YM
CsGYh8AacgY,Yes,Film & Animation,1,Charlie the Unicorn,https://www.youtube.com/watch?v=CsGYh8AacgY
CsGYh8AacgY,Yes,Film & Animation,1,Charlie the Unicorn,https://www.youtube.com/watch?v=CsGYh8AacgY
ARCb-UcNm1s,Yes,Music,10,Tropical Bossa Jazz ~ Beautiful Brazilian Jazz Music For a Positive Vibe ~ January Jazz Music,https://www.youtube.com/watch?v=ARCb-UcNm1s
PbqB1U9dfKM,Yes,Sports,17,The evidence that convinced Red Bull Verstappen was robbed of Saudi Arabian GP victory,https://www.youtube.com/watch?v=PbqB1U9dfKM
Jqj0qz6dAcw,No,Pets & Animals,15,I Got a Pet Alien (kinda),https://www.youtube.com/watch?v=Jqj0qz6dAcw
oC2o2-Nteyw,No,People & Blogs,22,i Survived the World's STRICTEST Babysitter,https://www.youtube.com/watch?v=oC2o2-Nteyw
Ru4a-js4My4,Yes,Comedy,23,The Duck Song 3,https://www.youtube.com/watch?v=Ru4a-js4My4
03srS0cPpJ0,No,Entertainment,24,"Best Pancake Art Wins $1,000!",https://www.youtube.com/watch?v=03srS0cPpJ0
-vrRfORrcYM,Yes,Music,10,Aspel - George Harrison and Ringo Starr (1988),https://www.youtube.com/watch?v=-vrRfORrcYM
OQaLic5SE_I,No,Comedy,23,Mr. Garvey Is Your Substitute Teacher - Key & Peele,https://www.youtube.com/watch?v=OQaLic5SE_I
m9-8mcC1Sbs,No,Howto & Style,26,"LADY GAGA COACHELLA WEEKEND 1 OPENING - BLOODY MARY & ABRACADABRA (APRIL 11, 2025)",https://www.youtube.com/watch?v=m9-8mcC1Sbs
pvuN_WvF1to,No,Music,10,Lil Dicky - Earth (Official Music Video),https://www.youtube.com/watch?v=pvuN_WvF1to
EyVcGAY2o9c,No,People & Blogs,22,"Detective Nerd Takes On the Case - Nerd Detective vs Mario, Mermaid, and Wednesday",https://www.youtube.com/watch?v=EyVcGAY2o9c
Pr4NwZW2LD4,Yes,Education,27,ABUNDANCE.,https://www.youtube.com/watch?v=Pr4NwZW2LD4
39ColarOWKo,Yes,Entertainment,24,Funniest Animal Videos Ever (Part 1),https://www.youtube.com/watch?v=39ColarOWKo
Ru4a-js4My4,Yes,Comedy,23,The Duck Song 3,https://www.youtube.com/watch?v=Ru4a-js4My4
N2HQaQJsyQ4,No,Music,10,Disney Lofi Songs [chill playlist] 🎀 2h chill hiphop beats to study/work to,https://www.youtube.com/watch?v=N2HQaQJsyQ4
vDuBWmYBCwE,No,Film & Animation,1,Wicked (2024) 4K - Popular | Movieclips,https://www.youtube.com/watch?v=vDuBWmYBCwE
CsGYh8AacgY,Yes,Film & Animation,1,Charlie the Unicorn,https://www.youtube.com/watch?v=CsGYh8AacgY
5OgJvLCwCQ4,No,Entertainment,24,All The Performances | Sing (2016) and Sing 2 (2021) | Family Flicks,https://www.youtube.com/watch?v=5OgJvLCwCQ4
8HhzRd9taEU,No,People & Blogs,22,ULTIMATE Brain Rot Quiz 2,https://www.youtube.com/watch?v=8HhzRd9taEU
CsGYh8AacgY,Yes,Film & Animation,1,Charlie the Unicorn,https://www.youtube.com/watch?v=CsGYh8AacgY
OobR681KUTo,No,Gaming,20,Just Dance 2018: Waka Waka (This Time For Africa) - 4 players,https://www.youtube.com/watch?v=OobR681KUTo
c83F2ddppx0,Yes,News & Politics,25,Something Has Changed Between Trump & Putin,https://www.youtube.com/watch?v=c83F2ddppx0
Au6lM-ubCVI,Yes,Travel & Events,19,Dubai 4K - Driving Downtown - Skyline Sunrise (HDR Version),https://www.youtube.com/watch?v=Au6lM-ubCVI
9GaBMZRHM3U,No,Music,10,Lofi Chill and Relaxation with Capybara for a Tranquil Day,https://www.youtube.com/watch?v=9GaBMZRHM3U
39ColarOWKo,No,Entertainment,24,Funniest Animal Videos Ever (Part 1),https://www.youtube.com/watch?v=39ColarOWKo
6iEyczP0qyQ,Yes,Entertainment,24,The Duck Song IRL,https://www.youtube.com/watch?v=6iEyczP0qyQ
xzz6dwKtbqI,Yes,Film & Animation,1,"Heeler Family Time 💙 🧡 | Full Episodes | Baby Race, Asparagus, and More! | Bluey 💙",https://www.youtube.com/watch?v=xzz6dwKtbqI
Tx1XIm6q4r4,Yes,Comedy,23,Potter Puppet Pals: The Mysterious Ticking Noise,https://www.youtube.com/watch?v=Tx1XIm6q4r4
IJNR2EpS0jw,No,Music,10,Dumb Ways to Die,https://www.youtube.com/watch?v=IJNR2EpS0jw
7jjcAuEYW9M,No,Comedy,23,The Duck Song 2,https://www.youtube.com/watch?v=7jjcAuEYW9M
Q096w0Fz2p4,No,Comedy,23,Starburst Berries and Cream Little Lad Wants You!,https://www.youtube.com/watch?v=Q096w0Fz2p4
gjRGIpP-Qfw,Yes,Science & Technology,28,Demonstrating P and S Seismic Waves,https://www.youtube.com/watch?v=gjRGIpP-Qfw
5OgJvLCwCQ4,Yes,Entertainment,24,All The Performances | Sing (2016) and Sing 2 (2021) | Family Flicks,https://www.youtube.com/watch?v=5OgJvLCwCQ4
bOXP7qG6s5I,Yes,Music,10,Credits Closing Theme - Half-Life,https://www.youtube.com/watch?v=bOXP7qG6s5I
7jjcAuEYW9M,No,Comedy,23,The Duck Song 2,https://www.youtube.com/watch?v=7jjcAuEYW9M
DJ8zn6ruYks,Yes,Sports,17,Can I Break a Random COURSE RECORD in One Try?,https://www.youtube.com/watch?v=DJ8zn6ruYks
Q096w0Fz2p4,Yes,Comedy,23,Starburst Berries and Cream Little Lad Wants You!,https://www.youtube.com/watch?v=Q096w0Fz2p4
yUr8QyTCph8,Yes,Entertainment,24,David Tennant performs 500 Miles by The Proclaimers with the help of a few famous faces... | BAFTA,https://www.youtube.com/watch?v=yUr8QyTCph8
paHE4L-x490,Yes,Entertainment,24,Poopers The Magic Penguin,https://www.youtube.com/watch?v=paHE4L-x490
6Y3YPDXlPAo,No,Entertainment,24,Avoid Saying The Same Thing As Me 🤔 MEGA CHALLENGE 📢,https://www.youtube.com/watch?v=6Y3YPDXlPAo
7jjcAuEYW9M,Yes,Comedy,23,The Duck Song 2,https://www.youtube.com/watch?v=7jjcAuEYW9M
wjuvaaxccAQ,Yes,Comedy,23,"Андрей Айрапетов — ""ПОЗОРИЩЕ"" | Сольный stand-up концерт 2024 |18+",https://www.youtube.com/watch?v=wjuvaaxccAQ
TvKJ7uvQPfg,Yes,Film & Animation,1,The Duck Song 5,https://www.youtube.com/watch?v=TvKJ7uvQPfg
XURK8QTPh4c,No,Entertainment,24,Guess Minecraft Movie Characters by Their Voice & Emojis #2 ~ Ultimate Minecraft Movie Quiz 🎬💥🎮,https://www.youtube.com/watch?v=XURK8QTPh4c
wjsmX-R4Taw,No,Education,27,Guess the Movie by Emoji 🎬🍿 Movie Quiz,https://www.youtube.com/watch?v=wjsmX-R4Taw
Xu4qqpjWbvI,No,Entertainment,24,I Built a SECRET Survival Bunker!,https://www.youtube.com/watch?v=Xu4qqpjWbvI
X-yJhGcS7U4,No,Music,10,Instrumental Pop Music for the Classroom | 2 Hours of Clean Pop Covers for Studying,https://www.youtube.com/watch?v=X-yJhGcS7U4
V1bFr2SWP1I,No,Music,10,"OFFICIAL Somewhere over the Rainbow - Israel ""IZ"" Kamakawiwoʻole",https://www.youtube.com/watch?v=V1bFr2SWP1I
dZyxheCtYx8,Yes,Education,27,Johnny Johnny yes papa - free fun education nursery rhyme for kids,https://www.youtube.com/watch?v=dZyxheCtYx8
THh4fT0O7IY,No,Music,10,"Upbeat Lofi - Deep Focus & Energy for Work [R&B, Neo Soul, Lofi Hiphop]",https://www.youtube.com/watch?v=THh4fT0O7IY
HDCfV4s__Pg,No,People & Blogs,22,Guardians Of the Galaxy 💥 (Awesome Mix) volume 1 & 2,https://www.youtube.com/watch?v=HDCfV4s__Pg
trdcprWAaMQ,No,Entertainment,24,"Break This Ball in 1 Minute, Win $1,000!",https://www.youtube.com/watch?v=trdcprWAaMQ
l7w2uPqmdJw,Yes,Gaming,20,WE HAVE COLOURED LIGHTING NOW!!,https://www.youtube.com/watch?v=l7w2uPqmdJw
oC2o2-Nteyw,No,People & Blogs,22,i Survived the World's STRICTEST Babysitter,https://www.youtube.com/watch?v=oC2o2-Nteyw
6VioGkfe7Ys,No,Film & Animation,1,Gingerbread Man & Pinocchio - Fairy Tales For Kids,https://www.youtube.com/watch?v=6VioGkfe7Ys
vDuBWmYBCwE,No,Film & Animation,1,Wicked (2024) 4K - Popular | Movieclips,https://www.youtube.com/watch?v=vDuBWmYBCwE
tehvSP4WJmQ,No,Entertainment,24,"If You Clean It, You Keep It!",https://www.youtube.com/watch?v=tehvSP4WJmQ
LACbVhgtx9I,No,Comedy,23,THE MUFFIN SONG (asdfmovie feat. Schmoyoho),https://www.youtube.com/watch?v=LACbVhgtx9I
THh4fT0O7IY,Yes,Music,10,"Upbeat Lofi - Deep Focus & Energy for Work [R&B, Neo Soul, Lofi Hiphop]",https://www.youtube.com/watch?v=THh4fT0O7IY
-GSnmRZlgc4,No,Film & Animation,1,Pete the Cat I Love My White Shoes | Animated Book | Read aloud,https://www.youtube.com/watch?v=-GSnmRZlgc4
lBE-EzFh9nk,No,Music,10,"Jellyfish Aquarium • Healing of Insomnia, Stress, Anxiety and Depression • MELATONIN RELEASE",https://www.youtube.com/watch?v=lBE-EzFh9nk
6VioGkfe7Ys,No,Film & Animation,1,Gingerbread Man & Pinocchio - Fairy Tales For Kids,https://www.youtube.com/watch?v=6VioGkfe7Ys
jAeQv3FDU0w,Yes,Music,10,Julie Felix with Trevor Lucas : Needle of Death (live 1966),https://www.youtube.com/watch?v=jAeQv3FDU0w
ONcY0BM5EAg,Yes,Music,10,"Upbeat Lofi - Power and Energize Your Workday - [R&B, Neo Soul, Lofi Hiphop]",https://www.youtube.com/watch?v=ONcY0BM5EAg
P4gNS0Iiu0Q,Yes,Science & Technology,28,Mark Rober vs Dude Perfect- Ultimate Robot Battle,https://www.youtube.com/watch?v=P4gNS0Iiu0Q
V1bFr2SWP1I,No,Music,10,"OFFICIAL Somewhere over the Rainbow - Israel ""IZ"" Kamakawiwoʻole",https://www.youtube.com/watch?v=V1bFr2SWP1I
7jjcAuEYW9M,Yes,Comedy,23,The Duck Song 2,https://www.youtube.com/watch?v=7jjcAuEYW9M
Bws2iIBjWSk,Yes,Music,10,trump most insane quotes out of context,https://www.youtube.com/watch?v=Bws2iIBjWSk
liKLGByHjqY,Yes,News & Politics,25,Obama BREAKS HIS SILENCE and TORCHES Trump,https://www.youtube.com/watch?v=liKLGByHjqY
xzz6dwKtbqI,Yes,Film & Animation,1,"Heeler Family Time 💙 🧡 | Full Episodes | Baby Race, Asparagus, and More! | Bluey 💙",https://www.youtube.com/watch?v=xzz6dwKtbqI
iUohO2MSot8,No,Music,10,Mozart - Classical Music for Brain Power,https://www.youtube.com/watch?v=iUohO2MSot8
